,q_i_s,b_i_s,e_i_s,f_i_s,r_i_s,init_prob,q_r_s,b_r_s,e_r_s,f_r_s,r_r_s,rev_probs,q_tr_shared,q_tr_difference,q_tr_added,q_tr_removed,e_tr_shared,e_tr_difference,e_tr_added,e_tr_removed,f_tr_shared,f_tr_difference,f_tr_added,f_tr_removed,r_tr_shared,r_tr_difference,r_tr_added,r_tr_removed,b_tr_shared,b_tr_difference,b_tr_added,b_tr_removed,rev_probs_tr,q_ts_shared,q_ts_difference,q_ts_added,q_ts_removed,e_ts_shared,e_ts_difference,e_ts_added,e_ts_removed,f_ts_shared,f_ts_difference,f_ts_added,f_ts_removed,r_ts_shared,r_ts_difference,r_ts_added,r_ts_removed,b_ts_shared,b_ts_difference,b_ts_added,b_ts_removed,rev_probs_ts
133,"['Z.exists', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'size', 'colour', 'size']",['contact'],-39.31803075626377,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.185,0.04,0.03,0.015,1.33,0.07,0.0,0.19,1.28,0.08,0.005,0.19,0.035,0.0,0.01,0.015,0.67,0.005,0.02,0.21,-12.368716631625938,1.22,0.05,0.005,0.005,1.44,0.085,0.005,0.09,1.375,0.06,0.005,0.11,0.035,0.0,0.02,0.005,0.78,0.0,0.015,0.095,-12.368716631625938
134,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'size', 'size']",[],-31.927849327037336,1.295,0.045,0.035,0.055,1.45,0.125,0.005,0.34,1.35,0.08,0.01,0.33,0.11,0.0,0.035,0.05,0.855,0.005,0.07,0.34,-14.816711163618445,1.35,0.07,0.015,0.025,1.59,0.09,0.0,0.26,1.48,0.055,0.005,0.255,0.13,0.0,0.015,0.03,0.92,0.0,0.025,0.27,-14.816711163618445
135,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,"['Z.atleast', 'Z.atleast']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.315,0.04,0.01,0.035,1.415,0.085,0.0,0.235,1.3,0.085,0.01,0.275,0.03,0.0,0.05,0.02,0.825,0.015,0.02,0.255,-13.675374065005872,1.32,0.04,0.01,0.025,1.52,0.09,0.005,0.155,1.465,0.06,0.005,0.175,0.04,0.0,0.025,0.01,0.86,0.005,0.025,0.21,-13.675374065005872
136,"['Z.exactly', 'Z.exactly']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'size']",[],-26.04174529758718,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-15.761192109464586,1.215,0.035,0.02,0.03,1.405,0.08,0.005,0.255,1.3,0.1,0.015,0.225,0.085,0.0,0.015,0.055,0.78,0.03,0.04,0.235,-13.57291379599793,1.24,0.045,0.01,0.025,1.585,0.08,0.0,0.15,1.475,0.07,0.0,0.14,0.12,0.0,0.01,0.02,0.875,0.025,0.035,0.135,-13.57291379599793
137,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-15.761192109464586,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-15.761192109464586,1.335,0.035,0.035,0.055,1.385,0.095,0.0,0.29,1.305,0.095,0.0,0.33,0.05,0.0,0.045,0.005,0.77,0.02,0.02,0.29,-14.393035445623184,1.275,0.075,0.0,0.085,1.475,0.08,0.0,0.24,1.43,0.07,0.0,0.24,0.055,0.0,0.005,0.005,0.825,0.005,0.02,0.24,-14.393035445623184
138,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.205,0.01,0.01,0.025,1.295,0.075,0.0,0.195,1.23,0.075,0.005,0.22,0.035,0.0,0.03,0.01,0.66,0.015,0.005,0.21,-12.224588491513709,1.165,0.04,0.015,0.02,1.385,0.045,0.0,0.155,1.35,0.045,0.0,0.155,0.045,0.0,0.005,0.005,0.68,0.0,0.015,0.175,-12.224588491513709
139,"['Z.exists', 'Z.exists']","['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['orientation', 'orientation']",[],-17.43516854303626,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.38,0.03,0.02,0.055,1.435,0.085,0.0,0.385,1.33,0.06,0.005,0.39,0.135,0.0,0.02,0.02,0.85,0.015,0.015,0.4,-14.749480241181086,1.345,0.105,0.01,0.045,1.605,0.045,0.0,0.275,1.5,0.01,0.0,0.275,0.14,0.0,0.015,0.02,0.89,0.01,0.065,0.27,-14.749480241181086
140,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-15.761192109464586,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.305,0.04,0.02,0.02,1.38,0.07,0.0,0.265,1.32,0.08,0.0,0.285,0.05,0.0,0.025,0.005,0.775,0.02,0.005,0.305,-13.27905635671302,1.29,0.055,0.005,0.025,1.47,0.085,0.0,0.175,1.435,0.065,0.0,0.19,0.05,0.0,0.02,0.01,0.84,0.0,0.0,0.19,-13.27905635671302
141,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'not_operator(B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation', 'colour', 'orientation']",[],-32.503213471940896,"['Z.exists', 'Z.exists', 'Z.forall']","['J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'orientation']",[],-25.923962259930796,1.235,0.025,0.02,0.035,1.425,0.065,0.0,0.3,1.33,0.065,0.005,0.295,0.11,0.0,0.02,0.03,0.795,0.005,0.005,0.325,-13.74962114220642,1.245,0.035,0.01,0.04,1.56,0.06,0.0,0.2,1.41,0.045,0.0,0.2,0.115,0.0,0.02,0.02,0.87,0.015,0.02,0.2,-13.74962114220642
142,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.32,0.03,0.015,0.08,1.37,0.09,0.0,0.3,1.315,0.07,0.0,0.32,0.04,0.0,0.03,0.01,0.76,0.015,0.015,0.32,-14.207289417425933,1.335,0.085,0.015,0.04,1.455,0.095,0.0,0.22,1.41,0.055,0.0,0.255,0.04,0.0,0.04,0.005,0.855,0.01,0.005,0.205,-14.207289417425933
143,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.18,0.01,0.015,0.02,1.38,0.085,0.0,0.165,1.305,0.095,0.005,0.175,0.055,0.0,0.02,0.015,0.685,0.035,0.03,0.17,-12.512426911203915,1.18,0.04,0.005,0.01,1.36,0.065,0.0,0.165,1.29,0.065,0.0,0.18,0.055,0.0,0.025,0.015,0.675,0.01,0.02,0.18,-12.512426911203915
144,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.3,0.02,0.03,0.085,1.435,0.05,0.005,0.38,1.305,0.085,0.01,0.37,0.105,0.0,0.02,0.035,0.835,0.045,0.055,0.35,-14.590542849755366,1.415,0.065,0.005,0.03,1.65,0.11,0.0,0.185,1.5,0.075,0.005,0.205,0.115,0.0,0.04,0.025,0.985,0.0,0.04,0.205,-14.590542849755366
145,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.285,0.04,0.015,0.035,1.34,0.09,0.0,0.26,1.29,0.07,0.005,0.29,0.045,0.0,0.045,0.02,0.735,0.01,0.005,0.295,-13.141859688406392,1.28,0.045,0.02,0.025,1.54,0.065,0.0,0.15,1.45,0.04,0.0,0.155,0.045,0.0,0.02,0.02,0.845,0.01,0.025,0.17,-13.141859688406392
146,"['Z.exactly', 'Z.exactly', 'Z.exactly']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,"['Z.exactly', 'Z.exactly', 'Z.exactly']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,1.235,0.03,0.03,0.04,1.5,0.07,0.0,0.23,1.33,0.095,0.01,0.23,0.1,0.0,0.02,0.03,0.84,0.03,0.015,0.22,-14.24959387751447,1.265,0.04,0.005,0.035,1.505,0.055,0.0,0.23,1.415,0.065,0.0,0.215,0.11,0.0,0.005,0.02,0.8,0.005,0.025,0.235,-14.24959387751447
147,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.305,0.035,0.025,0.065,1.415,0.08,0.0,0.285,1.32,0.08,0.0,0.31,0.03,0.0,0.045,0.02,0.76,0.01,0.03,0.335,-14.134707430827843,1.335,0.075,0.01,0.04,1.585,0.085,0.0,0.15,1.465,0.07,0.0,0.195,0.045,0.0,0.045,0.0,0.905,0.0,0.065,0.145,-14.134707430827843
148,"['Z.atleast', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'size']",[],-23.844520718250962,"['Z.atleast', 'Z.exists', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'size', 'colour']",[],-34.8182210859335,1.14,0.015,0.02,0.035,1.335,0.055,0.0,0.215,1.27,0.065,0.005,0.21,0.04,0.0,0.015,0.025,0.675,0.02,0.02,0.21,-12.448457614686754,1.15,0.05,0.02,0.01,1.41,0.075,0.005,0.15,1.37,0.045,0.005,0.16,0.06,0.0,0.015,0.01,0.74,0.0,0.01,0.155,-12.448457614686754
149,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.335,0.065,0.02,0.06,1.45,0.13,0.0,0.305,1.355,0.095,0.005,0.32,0.1,0.0,0.045,0.035,0.905,0.025,0.02,0.28,-14.846464376401382,1.37,0.08,0.0,0.045,1.605,0.075,0.005,0.18,1.47,0.055,0.0,0.2,0.12,0.0,0.04,0.015,0.955,0.005,0.04,0.165,-14.846464376401382
150,"['Z.atmost', 'Z.atmost']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.atmost', 'Z.atleast']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.27,0.045,0.015,0.035,1.365,0.095,0.0,0.235,1.31,0.095,0.005,0.24,0.05,0.0,0.02,0.02,0.765,0.01,0.015,0.26,-13.197249350221197,1.3,0.04,0.025,0.01,1.43,0.08,0.0,0.215,1.395,0.04,0.0,0.205,0.04,0.0,0.015,0.03,0.8,0.005,0.015,0.24,-13.197249350221197
151,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.205,0.045,0.02,0.055,1.415,0.085,0.0,0.32,1.315,0.085,0.005,0.31,0.085,0.0,0.025,0.04,0.79,0.005,0.005,0.35,-13.623665534185267,1.265,0.05,0.005,0.03,1.47,0.08,0.005,0.26,1.385,0.065,0.01,0.255,0.1,0.0,0.02,0.03,0.84,0.0,0.02,0.28,-13.623665534185267
152,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'colour']",['contact'],-20.26100177979485,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.hor_operator(xN,xO,I)']","['colour', 'colour']",['contact'],-21.35961406846296,1.3,0.05,0.05,0.04,1.355,0.1,0.0,0.29,1.31,0.09,0.0,0.325,0.04,0.0,0.045,0.01,0.76,0.005,0.015,0.315,-14.228672748001015,1.275,0.095,0.025,0.04,1.555,0.09,0.0,0.17,1.5,0.06,0.0,0.195,0.035,0.0,0.03,0.005,0.855,0.02,0.035,0.185,-14.228672748001015
153,"['Z.forall', 'Z.exists', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.greater', 'Z.equal(xN,D)']","['colour', 'size', 'colour']",[],-25.636280188479017,"['Z.exists', 'Z.forall']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-14.662579820796475,1.165,0.015,0.015,0.035,1.325,0.065,0.005,0.205,1.285,0.07,0.005,0.2,0.04,0.0,0.02,0.025,0.67,0.02,0.04,0.22,-12.575461185247587,1.16,0.06,0.005,0.02,1.445,0.055,0.0,0.15,1.4,0.04,0.005,0.155,0.055,0.0,0.015,0.015,0.755,0.005,0.005,0.165,-12.575461185247587
154,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-14.257114712688312,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.37,0.035,0.045,0.035,1.46,0.085,0.01,0.305,1.3,0.095,0.015,0.33,0.1,0.0,0.055,0.035,0.855,0.02,0.05,0.32,-14.829781082123759,1.36,0.08,0.005,0.055,1.545,0.09,0.0,0.215,1.455,0.065,0.005,0.22,0.11,0.0,0.03,0.03,0.935,0.005,0.0,0.22,-14.829781082123759
155,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['orientation', 'orientation']",[],-14.544796785140093,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.215,0.04,0.025,0.05,1.365,0.065,0.0,0.255,1.285,0.08,0.005,0.26,0.04,0.0,0.025,0.025,0.73,0.02,0.05,0.21,-13.185798537321215,1.26,0.05,0.015,0.025,1.43,0.08,0.005,0.185,1.39,0.06,0.005,0.195,0.04,0.0,0.03,0.025,0.775,0.015,0.03,0.195,-13.185798537321215
156,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.15,0.035,0.055,0.07,1.39,0.035,0.0,0.335,1.275,0.08,0.005,0.305,0.085,0.0,0.02,0.055,0.765,0.025,0.015,0.34,-13.732671625346201,1.215,0.05,0.02,0.045,1.585,0.1,0.005,0.185,1.455,0.065,0.01,0.185,0.095,0.0,0.025,0.03,0.94,0.0,0.02,0.195,-13.732671625346201
157,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'size']",[],-22.74590842958285,1.295,0.035,0.02,0.08,1.36,0.065,0.0,0.33,1.28,0.095,0.0,0.355,0.045,0.0,0.04,0.015,0.76,0.01,0.015,0.345,-13.924514913431018,1.25,0.085,0.025,0.06,1.49,0.07,0.005,0.25,1.43,0.055,0.005,0.245,0.04,0.0,0.015,0.02,0.88,0.01,0.01,0.24,-13.924514913431018
158,['Z.exists'],[],"['Z.equal(xN,D)']",['size'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['size'],[],-6.984716320118265,1.15,0.02,0.015,0.03,1.34,0.075,0.0,0.21,1.29,0.07,0.005,0.21,0.035,0.0,0.02,0.025,0.68,0.01,0.0,0.2,-12.490561118537915,1.22,0.03,0.0,0.005,1.425,0.085,0.005,0.11,1.36,0.07,0.005,0.125,0.05,0.0,0.02,0.01,0.735,0.005,0.015,0.115,-12.490561118537915
159,"['Z.atleast', 'Z.exists']",['not_operator(B)'],"['Z.equal(xN,xO,G)']",['colour'],[],-10.97370036768254,"['Z.atleast', 'Z.exists']",['not_operator(B)'],"['Z.equal(xN,xO,G)']",['size'],[],-10.97370036768254,1.225,0.06,0.045,0.095,1.37,0.05,0.01,0.37,1.23,0.085,0.015,0.39,0.1,0.0,0.035,0.02,0.76,0.015,0.09,0.35,-14.062714359423035,1.34,0.075,0.015,0.05,1.49,0.095,0.005,0.27,1.38,0.045,0.015,0.28,0.105,0.0,0.02,0.025,0.865,0.005,0.03,0.27,-14.062714359423035
160,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,1.225,0.02,0.035,0.05,1.385,0.055,0.0,0.29,1.3,0.08,0.005,0.305,0.05,0.0,0.03,0.02,0.76,0.035,0.02,0.27,-13.268925371547214,1.31,0.035,0.005,0.025,1.53,0.07,0.0,0.195,1.475,0.055,0.0,0.2,0.055,0.0,0.02,0.015,0.865,0.0,0.01,0.215,-13.268925371547214
161,"['Z.atleast', 'Z.exists']","['J(B,B)', 'not_operator(B)', 'not_operator(B)']","['Z.equal(xN,xO,G)', 'Z.equal(xN,xO,G)']","['colour', 'size']",[],-17.958416687800806,"['Z.atleast', 'Z.exists']","['J(B,B)', 'not_operator(B)', 'not_operator(B)']","['Z.equal(xN,xO,G)', 'Z.equal(xN,xO,G)']","['colour', 'size']",[],-17.958416687800806,1.245,0.07,0.035,0.04,1.445,0.08,0.0,0.315,1.325,0.075,0.005,0.29,0.105,0.0,0.015,0.045,0.84,0.025,0.02,0.3,-14.367887101194135,1.285,0.045,0.005,0.055,1.65,0.09,0.0,0.15,1.57,0.06,0.0,0.15,0.115,0.0,0.03,0.03,0.98,0.01,0.03,0.155,-14.367887101194135
162,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.335,0.045,0.02,0.03,1.385,0.105,0.0,0.245,1.33,0.11,0.0,0.265,0.035,0.0,0.03,0.01,0.775,0.015,0.03,0.255,-13.893906562912207,1.285,0.095,0.015,0.02,1.48,0.085,0.0,0.185,1.395,0.06,0.0,0.21,0.04,0.0,0.035,0.01,0.84,0.005,0.015,0.215,-13.893906562912207
163,"['Z.exists', 'Z.exists', 'Z.forall']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'colour', 'size', 'colour']",[],-39.60571282771555,"['Z.exists', 'Z.exists', 'Z.forall']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'colour', 'colour']",[],-32.62099650759728,1.15,0.04,0.04,0.02,1.375,0.09,0.0,0.19,1.3,0.065,0.01,0.195,0.05,0.0,0.02,0.025,0.7,0.01,0.08,0.175,-13.009833388842415,1.155,0.06,0.015,0.02,1.46,0.055,0.005,0.17,1.4,0.035,0.015,0.17,0.055,0.0,0.015,0.025,0.73,0.01,0.025,0.175,-13.009833388842415
164,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.31,0.02,0.03,0.065,1.38,0.075,0.005,0.31,1.285,0.075,0.0,0.335,0.085,0.0,0.05,0.02,0.78,0.035,0.04,0.31,-14.467147012479945,1.375,0.065,0.025,0.005,1.48,0.085,0.005,0.245,1.4,0.05,0.005,0.265,0.09,0.0,0.04,0.02,0.86,0.005,0.015,0.255,-14.467147012479945
165,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,1.275,0.025,0.03,0.04,1.415,0.07,0.0,0.235,1.345,0.075,0.005,0.235,0.035,0.0,0.025,0.03,0.78,0.02,0.005,0.26,-13.436748162545284,1.26,0.065,0.015,0.025,1.47,0.07,0.0,0.195,1.43,0.065,0.0,0.19,0.045,0.0,0.015,0.025,0.82,0.005,0.02,0.21,-13.436748162545284
166,['Z.atleast'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-10.568235259574376,['Z.atleast'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-10.568235259574376,1.33,0.035,0.025,0.04,1.48,0.08,0.0,0.285,1.32,0.12,0.0,0.28,0.11,0.0,0.03,0.035,0.865,0.035,0.055,0.26,-14.726069585015466,1.37,0.05,0.015,0.015,1.56,0.105,0.005,0.19,1.43,0.075,0.005,0.195,0.13,0.0,0.025,0.02,0.91,0.005,0.05,0.215,-14.726069585015466
167,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,1.265,0.055,0.02,0.04,1.325,0.11,0.01,0.25,1.275,0.08,0.0,0.265,0.035,0.0,0.04,0.015,0.77,0.0,0.025,0.29,-13.546002704156187,1.28,0.065,0.02,0.02,1.45,0.11,0.0,0.175,1.41,0.06,0.0,0.2,0.03,0.0,0.035,0.01,0.87,0.015,0.0,0.19,-13.546002704156187
168,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,1.155,0.03,0.015,0.04,1.335,0.055,0.0,0.255,1.26,0.07,0.01,0.25,0.06,0.0,0.015,0.03,0.69,0.03,0.0,0.24,-12.59291973256847,1.21,0.025,0.02,0.005,1.45,0.07,0.0,0.165,1.37,0.05,0.0,0.175,0.07,0.0,0.015,0.015,0.74,0.0,0.015,0.185,-12.59291973256847
169,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-13.969432640236532,1.31,0.05,0.02,0.06,1.425,0.115,0.01,0.325,1.345,0.095,0.01,0.335,0.065,0.0,0.05,0.04,0.82,0.01,0.045,0.315,-14.598063236794248,1.305,0.11,0.005,0.04,1.615,0.09,0.0,0.2,1.525,0.06,0.0,0.225,0.095,0.0,0.035,0.01,0.945,0.0,0.03,0.2,-14.598063236794248
170,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.26,0.025,0.025,0.045,1.38,0.035,0.0,0.265,1.315,0.065,0.005,0.26,0.03,0.0,0.02,0.03,0.735,0.01,0.025,0.26,-12.998569758264344,1.27,0.075,0.0,0.025,1.525,0.055,0.0,0.175,1.47,0.04,0.0,0.175,0.035,0.0,0.015,0.02,0.825,0.0,0.015,0.185,-12.998569758264344
171,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-16.16665721857275,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'colour', 'size']",[],-29.730624749701118,1.29,0.04,0.025,0.05,1.435,0.065,0.005,0.31,1.305,0.085,0.005,0.295,0.095,0.0,0.03,0.045,0.835,0.015,0.03,0.3,-14.596183551178214,1.325,0.08,0.005,0.03,1.535,0.065,0.0,0.255,1.445,0.045,0.005,0.235,0.12,0.0,0.0,0.03,0.885,0.005,0.04,0.255,-14.596183551178214
172,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,"['Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'orientation', 'colour', 'orientation', 'size']",[],-42.78376666006349,1.29,0.06,0.015,0.04,1.39,0.075,0.0,0.26,1.31,0.1,0.0,0.275,0.03,0.0,0.035,0.02,0.775,0.01,0.02,0.3,-13.586153124632526,1.26,0.06,0.01,0.055,1.415,0.085,0.0,0.225,1.38,0.07,0.0,0.24,0.035,0.0,0.03,0.015,0.8,0.0,0.005,0.26,-13.586153124632526
